======================================================================================================================================================
MySQL SITE_MASTER vs site_url.txt URL 비교 결과
생성일시: 2025-11-12 16:12:54
======================================================================================================================================================

[전체 통계]
- 총 고유 사이트 수: 676개
- DB 레코드: 646개 (95.6% 커버리지)
- 파일 레코드: 365개 (54.0% 커버리지)
- 공통 사이트: 335개
  * URL 동일: 270개 (80.6%)
  * URL 다름: 65개 (19.4%)
- DB에만 있음: 311개
- 파일에만 있음: 30개

======================================================================================================================================================
[상세 비교 결과]
형식: 테이블URL | 파일URL | SITE_CODE | 결과
https://kidp.or.kr/?menuno=1202 | https://kidp.or.kr/?menuno=1202 | kidp | 일치
https://www.kims.re.kr/v17/bbx/board.php?bx_table=05_02 | https://www.kims.re.kr/v17/bbx/board.php?bx_table=05_02 | kims | 일치
https://www.kimst.re.kr/u/news/inform_01/pjtAnuc.do | https://www.kimst.re.kr/u/news/inform_01/pjtAnuc.do | kimst | 일치
https://kiria.org/portal/info/portalInfoNotiList.do;jsessionid=520472C1F39076F8FF64859FDA134332 | https://kiria.org/portal/info/portalInfoNotiList.do;jsessionid=520472C1F39076F8FF64859FDA134332 | kiria | 일치
https://www.kisa.or.kr/401 | https://www.kisa.or.kr/401 | kisa | 일치
https://www.kist.re.kr/ko/notice/general-notice.do | https://www.kist.re.kr/ko/notice/general-notice.do | kist | 일치
https://www.kita.net/asocBiz/asocBiz/asocBizOngoingList.do | https://www.kita.net/asocBiz/asocBiz/asocBizOngoingList.do | kita | 일치
https://www.kitech.re.kr/research/page1-1.php | https://www.kitech.re.kr/research/page1-1.php | kitech | 일치
https://www.kma.or.kr/kr/usrs/eduRegMgnt/eduRegMgntForm.do?mkey=24&cateNm=abtNews | https://www.kma.or.kr/kr/usrs/eduRegMgnt/eduRegMgntForm.do?mkey=24&cateNm=abtNews | kma | 일치
https://www.kmi.re.kr/web/board/list.do?rbsIdx=68 | https://www.kmi.re.kr/web/board/list.do?rbsIdx=68 | kmi | 일치
https://www.knrec.or.kr/biz/pds/businoti/list.do | https://www.knrec.or.kr/biz/pds/businoti/list.do | knrec | 일치
https://www.kocca.kr/kocca/pims/list.do?menuNo=204104 | https://www.kocca.kr/kocca/pims/list.do?menuNo=204104 | kocca | 일치
https://www.kodit.co.kr/kodit/na/ntt/selectNttList.do?mi=2638&bbsId=148 | https://www.kodit.co.kr/kodit/na/ntt/selectNttList.do?mi=2638&bbsId=148 | kodit | 일치
https://www.koema.or.kr/koema/report/total_notice.html | https://www.koema.or.kr/koema/report/total_notice.html | koema | 일치
https://www.kohi.or.kr/user/bbs/BD_selectBbsList.do?q_bbsCode=1013 | https://www.kohi.or.kr/user/bbs/BD_selectBbsList.do?q_bbsCode=1013 | kohi | 일치
https://www.koita.or.kr/board/commBoardGovRnDList.do | https://www.koita.or.kr/board/commBoardGovRnDList.do | koita | 일치
https://www.kosa.or.kr/news/sIssue_list_2013.jsp?page=&category=&keyword= | https://www.kosa.or.kr/news/sIssue_list_2013.jsp?page=&category=&keyword= | kosa | 일치
https://www.kosha.or.kr/kosha/report/notice.do | https://www.kosha.or.kr/kosha/report/notice.do | kosha | 일치
https://www.kosmes.or.kr/nsh/SH/NTS/SHNTS001M0.do | https://www.kosmes.or.kr/nsh/SH/NTS/SHNTS001M0.do | kosmes | 일치
https://www.kpc.or.kr/PTWCC002_board_index2.do?type_cd=02 | https://www.kpc.or.kr/PTWCC002_board_index2.do?type_cd=02 | kpc | 일치
https://edu.kpx.or.kr/usr/alim/UsrAlimBasc0201.do | https://edu.kpx.or.kr/usr/alim/UsrAlimBasc0201.do | kpx | 일치
https://krit.re.kr/krit/bbs/notice_list.do?gotoMenuNo=05010000 | https://krit.re.kr/krit/bbs/notice_list.do?gotoMenuNo=05010000 | krit | 일치
https://www.kspo.or.kr/kspo/bbs/B0000027/list.do?menuNo=200149 | https://www.kspo.or.kr/kspo/bbs/B0000027/list.do?menuNo=200149 | kspo | 일치
https://kunpocci.korcham.net/front/board/boardContentsListPage.do?boardId=10244&menuId=2201 | https://kunpocci.korcham.net/front/board/boardContentsListPage.do?boardId=10244&menuId=2201 | kunpocci | 일치
http://www.kwpa.co.kr/html/s0401.php | http://www.kwpa.co.kr/html/s0401.php | kwpa | 일치
https://www.lemi.or.kr/board.do?boardno=24&menuno=71 | https://www.lemi.or.kr/board.do?boardno=24&menuno=71 | lemi | 일치
https://www.losims.go.kr/sp/pbcnBizSrch | https://www.losims.go.kr/sp/pbcnBizSrch | losims | 일치
https://www.mafra.go.kr/home/5108/subview.do | https://www.mafra.go.kr/home/5108/subview.do | mafra | 일치
https://www.me.go.kr/home/web/board/list.do?menuId=10524&boardMasterId=39&boardCategoryId=55 | https://www.me.go.kr/home/web/board/list.do?menuId=10524&boardMasterId=39&boardCategoryId=55 | me | 일치
https://miryangcci.korcham.net/front/board/boardContentsListPage.do?boardId=10485&menuId=2505 | https://miryangcci.korcham.net/front/board/boardContentsListPage.do?boardId=10485&menuId=2505 | miryangcci | 일치
https://www.mof.go.kr/doc/ko/selectDocList.do?menuSeq=375&bbsSeq=9&listUpdtDt=2025-04-07++10%3A00 | https://www.mof.go.kr/doc/ko/selectDocList.do?menuSeq=375&bbsSeq=9&listUpdtDt=2025-04-07++10%3A00 | mof | 일치
https://mokpocci.korcham.net/front/board/boardContentsListPage.do?boardId=10704&menuId=2465 | https://mokpocci.korcham.net/front/board/boardContentsListPage.do?boardId=10704&menuId=2465 | mokpocci | 일치
https://www.motie.go.kr/ftz/yulchon/notification/notice/bbs/bbsList.do?bbs_cd_n=117 | https://www.motie.go.kr/ftz/yulchon/notification/notice/bbs/bbsList.do?bbs_cd_n=117 | motie | 일치
https://www.mss.go.kr/site/smba/ex/bbs/List.do?cbIdx=310 | https://www.mss.go.kr/site/smba/ex/bbs/List.do?cbIdx=310 | mss0 | 일치
https://www.mss.go.kr/site/seoul/ex/bbs/List.do?cbIdx=146 | https://www.mss.go.kr/site/seoul/ex/bbs/List.do?cbIdx=146 | mss1 | 일치
https://www.mss.go.kr/site/jeonbuk/ex/bbs/List.do?cbIdx=250 | https://www.mss.go.kr/site/jeonbuk/ex/bbs/List.do?cbIdx=250 | mss10 | 일치
https://www.mss.go.kr/site/gyeongnam/ex/bbs/List.do?cbIdx=255 | https://www.mss.go.kr/site/gyeongnam/ex/bbs/List.do?cbIdx=255 | mss11 | 일치
https://www.mss.go.kr/site/chungnam/ex/bbs/List.do?cbIdx=315 | https://www.mss.go.kr/site/chungnam/ex/bbs/List.do?cbIdx=315 | mss12 | 일치
https://www.mss.go.kr/site/daejeon/ex/bbs/List.do?cbIdx=248 | https://www.mss.go.kr/site/daejeon/ex/bbs/List.do?cbIdx=248 | mss13 | 일치
https://www.mss.go.kr/site/busan/ex/bbs/List.do?cbIdx=256 | https://www.mss.go.kr/site/busan/ex/bbs/List.do?cbIdx=256 | mss2 | 일치
https://www.mss.go.kr/site/daegu/ex/bbs/List.do?cbIdx=253 | https://www.mss.go.kr/site/daegu/ex/bbs/List.do?cbIdx=253 | mss3 | 일치
https://www.mss.go.kr/site/gwangju/ex/bbs/List.do?cbIdx=251 | https://www.mss.go.kr/site/gwangju/ex/bbs/List.do?cbIdx=251 | mss4 | 일치
https://www.mss.go.kr/site/gyeonggi/ex/bbs/List.do?cbIdx=247 | https://www.mss.go.kr/site/gyeonggi/ex/bbs/List.do?cbIdx=247 | mss5 | 일치
https://www.mss.go.kr/site/incheon/ex/bbs/List.do?cbIdx=246 | https://www.mss.go.kr/site/incheon/ex/bbs/List.do?cbIdx=246 | mss6 | 일치
https://www.mss.go.kr/site/ulsan/ex/bbs/List.do?cbIdx=254 | https://www.mss.go.kr/site/ulsan/ex/bbs/List.do?cbIdx=254 | mss7 | 일치
https://www.mss.go.kr/site/gangwon/ex/bbs/List.do?cbIdx=252 | https://www.mss.go.kr/site/gangwon/ex/bbs/List.do?cbIdx=252 | mss8 | 일치
https://www.mss.go.kr/site/chungbuk/ex/bbs/List.do?cbIdx=249 | https://www.mss.go.kr/site/chungbuk/ex/bbs/List.do?cbIdx=249 | mss9 | 일치
https://www.nia.or.kr/site/nia_kor/ex/bbs/List.do?cbIdx=99835 | https://www.nia.or.kr/site/nia_kor/ex/bbs/List.do?cbIdx=99835 | nia | 일치
https://nyjwf.or.kr/Home/23 | https://nyjwf.or.kr/Home/23 | nyjwf | 일치
https://osancci.korcham.net/front/board/boardContentsListPage.do?boardId=10795&menuId=5224 | https://osancci.korcham.net/front/board/boardContentsListPage.do?boardId=10795&menuId=5224 | osancci | 일치
http://pajucci.korcham.net/notice | http://pajucci.korcham.net/notice | pajucci | 일치
https://incheon.pass.or.kr/participation/bid_announcement_list.php?group=basic&code=B14&abmode=list&bsort=desc&category=12&field=all&search=&bfsort= | https://incheon.pass.or.kr/participation/bid_announcement_list.php?group=basic&code=B14&abmode=list&bsort=desc&category=12&field=all&search=&bfsort= | pass | 일치
https://daejeon.pass.or.kr/board.es?mid=a10201000000&bid=0003 | https://daejeon.pass.or.kr/board.es?mid=a10201000000&bid=0003 | pass1 | 일치
https://pccci.korcham.net/front/board/boardContentsListPage.do?boardId=10785&menuId=1392 | https://pccci.korcham.net/front/board/boardContentsListPage.do?boardId=10785&menuId=1392 | pccci | 일치
https://pms.kca.kr:4433/board/boardList.do?sysType=KCA&bbsTc=BBS0001 | https://pms.kca.kr:4433/board/boardList.do?sysType=KCA&bbsTc=BBS0001 | pms | 일치
http://pohangcci.korcham.net/front/board/boardContentsListPage.do?boardId=10275&menuId=1440 | http://pohangcci.korcham.net/front/board/boardContentsListPage.do?boardId=10275&menuId=1440 | pohangcci | 일치
https://www.ptp.or.kr/main/board/index.do?menu_idx=113&manage_idx=2 | https://www.ptp.or.kr/main/board/index.do?menu_idx=113&manage_idx=2 | ptp | 일치
https://pyeongtaekcci.korcham.net/front/board/boardContentsListPage.do?boardId=10160&menuId=1318 | https://pyeongtaekcci.korcham.net/front/board/boardContentsListPage.do?boardId=10160&menuId=1318 | pyeongtaekcci | 일치
https://www.reb.or.kr/reb/na/ntt/selectNttList.do?mi=9564&bbsId=1134 | https://www.reb.or.kr/reb/na/ntt/selectNttList.do?mi=9564&bbsId=1134 | reb | 일치
https://www.rechallenge.or.kr/planweb/board/list.9is?contentUid=402880955861e980015861fbf1aa0040&boardUid=40288095586a64e001586c59efce00f7&contentUid=402880955861e980015861fbf1aa0040&subPath= | https://www.rechallenge.or.kr/planweb/board/list.9is?contentUid=402880955861e980015861fbf1aa0040&boardUid=40288095586a64e001586c59efce00f7&contentUid=402880955861e980015861fbf1aa0040&subPath= | rechallenge | 일치
https://pms.ripc.org/www/portal/notice/boardList.do?boardCategoryCode=BD40000 | https://pms.ripc.org/www/portal/notice/boardList.do?boardCategoryCode=BD40000 | ripc | 일치
https://sacheoncci.korcham.net/front/board/boardContentsListPage.do?boardId=10435&menuId=2623 | https://sacheoncci.korcham.net/front/board/boardContentsListPage.do?boardId=10435&menuId=2623 | sacheoncci | 일치
https://scci.korcham.net/front/board/boardContentsListPage.do?boardId=10734&menuId=2796 | https://scci.korcham.net/front/board/boardContentsListPage.do?boardId=10734&menuId=2796 | scci | 일치
https://www.sebiz.or.kr/sub/board.html?bid=k1news | https://www.sebiz.or.kr/sub/board.html?bid=k1news | sebiz | 일치
https://seeot.or.kr/alarm/notice/ | https://seeot.or.kr/alarm/notice/ | seeot | 일치
https://sehub.net/archives/category/alarm/opencat | https://sehub.net/archives/category/alarm/opencat | sehub | 일치
https://www.semas.or.kr/web/board/webBoardList.kmdc?bCd=2001&pNm=BOA0121 | https://www.semas.or.kr/web/board/webBoardList.kmdc?bCd=2001&pNm=BOA0121 | semas | 일치
https://seosancci.korcham.net/front/board/boardContentsListPage.do?boardId=10487&menuId=2698 | https://seosancci.korcham.net/front/board/boardContentsListPage.do?boardId=10487&menuId=2698 | seosancci | 일치
http://seosancf.or.kr/index.php?MenuID=17 | http://seosancf.or.kr/index.php?MenuID=17 | seosancf | 일치
https://agro.seoul.go.kr/archives/category/institution_c1/institution_news_c1/institution_news_gosi-n2 | https://agro.seoul.go.kr/archives/category/institution_c1/institution_news_c1/institution_news_gosi-n2 | seoul | 일치
https://www.seoulsbdc.or.kr/Notice/list.do | https://www.seoulsbdc.or.kr/Notice/list.do | seoulsbdc | 일치
https://www.seoulshinbo.co.kr/wbase/contents/bbs/list.do?mng_cd=STRY9788 | https://www.seoulshinbo.co.kr/wbase/contents/bbs/list.do?mng_cd=STRY9788 | seoulshinbo | 일치
https://www.seoultp.or.kr/user/nd19746.do | https://www.seoultp.or.kr/user/nd19746.do | seoultp | 일치
https://www.shcca.com/notice | https://www.shcca.com/notice | shcca | 일치
https://shiheungcci.korcham.net/front/board/boardContentsListPage.do?boardId=10497&menuId=2841 | https://shiheungcci.korcham.net/front/board/boardContentsListPage.do?boardId=10497&menuId=2841 | shiheungcci | 일치
https://sjtp.or.kr/bbs/board.php?bo_table=business01 | https://sjtp.or.kr/bbs/board.php?bo_table=business01 | sjtp | 일치
https://www.smtech.go.kr/front/ifg/no/notice02_list.do | https://www.smtech.go.kr/front/ifg/no/notice02_list.do | smtech | 일치
https://www.sncci.net/new/sub01/sub0101.php | https://www.sncci.net/new/sub01/sub0101.php | sncci | 일치
https://sokchocci.korcham.net/front/board/boardContentsListPage.do?boardId=10635&menuId=2750 | https://sokchocci.korcham.net/front/board/boardContentsListPage.do?boardId=10635&menuId=2750 | sokchocci | 일치
https://www.suhyup.co.kr/suhyup/223/subview.do | https://www.suhyup.co.kr/suhyup/223/subview.do | suhyup | 일치
https://suwoncci.korcham.net/front/board/boardContentsListPage.do?boardId=10023&menuId=47 | https://suwoncci.korcham.net/front/board/boardContentsListPage.do?boardId=10023&menuId=47 | suwoncci | 일치
https://svhc.or.kr/Notice/?category=P488271h88 | https://svhc.or.kr/Notice/?category=P488271h88 | svhc | 일치
https://www.sw.or.kr/site/sw/ex/board/List.do?cbIdx=292 | https://www.sw.or.kr/site/sw/ex/board/List.do?cbIdx=292 | sw | 일치
https://taebaekcci.korcham.net/front/board/boardContentsListPage.do?boardId=10687&menuId=1183 | https://taebaekcci.korcham.net/front/board/boardContentsListPage.do?boardId=10687&menuId=1183 | taebaekcci | 일치
https://www.ttg.co.kr/board/ttg020301 | https://www.ttg.co.kr/board/ttg020301 | ttg | 일치
https://www.ucf.or.kr:478/bd/list.html?b_code=notice | https://www.ucf.or.kr:478/bd/list.html?b_code=notice | ucf | 일치
https://www.ubpi.or.kr/sub/?mcode=0403010000 | https://www.ubpi.or.kr/sub/?mcode=0403010000 | uepa | 일치
https://uiwangcci.korcham.net/front/board/boardContentsListPage.do?boardId=11096&menuId=3747 | https://uiwangcci.korcham.net/front/board/boardContentsListPage.do?boardId=11096&menuId=3747 | uiwangcci | 일치
https://ulsancci.korcham.net/front/board/boardContentsListPage.do?boardId=10099&menuId=707 | https://ulsancci.korcham.net/front/board/boardContentsListPage.do?boardId=10099&menuId=707 | ulsancci | 일치
https://www.ulsanshinbo.co.kr/04_notice/?mcode=0404010000 | https://www.ulsanshinbo.co.kr/04_notice/?mcode=0404010000 | ulsanshinbo | 일치
https://www.utp.or.kr/include/contents.php?mnuno=M0000018&menu_group=1&sno=0102 | https://www.utp.or.kr/include/contents.php?mnuno=M0000018&menu_group=1&sno=0102 | utp | 일치
https://wbiz.or.kr/notice/biz.do | https://wbiz.or.kr/notice/biz.do | wbiz | 일치
https://www.win-win.or.kr/kr/board/notice/boardList.do | https://www.win-win.or.kr/kr/board/notice/boardList.do | win | 일치
http://wmit.or.kr/announce/businessAnnounceList.do | http://wmit.or.kr/announce/businessAnnounceList.do | wmit | 일치
https://wonjucci.korcham.net/front/board/boardContentsListPage.do?boardId=10598&menuId=832 | https://wonjucci.korcham.net/front/board/boardContentsListPage.do?boardId=10598&menuId=832 | wonjucci | 일치
https://yangsancci.korcham.net/front/board/boardContentsListPage.do?boardId=11367&menuId=10249 | https://yangsancci.korcham.net/front/board/boardContentsListPage.do?boardId=11367&menuId=10249 | yangsancci | 일치
http://yeongcheoncci.korcham.net/front/board/boardContentsListPage.do?boardId=10342&menuId=5170 | http://yeongcheoncci.korcham.net/front/board/boardContentsListPage.do?boardId=10342&menuId=5170 | yeongcheoncci | 일치
https://yeongjucci.korcham.net/front/board/boardContentsListPage.do?boardId=10298&menuId=3106 | https://yeongjucci.korcham.net/front/board/boardContentsListPage.do?boardId=10298&menuId=3106 | yeongjucci | 일치
https://yeosucci.korcham.net/front/board/boardContentsListPage.do?boardId=10748&menuId=3075 | https://yeosucci.korcham.net/front/board/boardContentsListPage.do?boardId=10748&menuId=3075 | yeosucci | 일치
https://yongincci.korcham.net/front/board/boardContentsListPage.do?boardId=10214&menuId=669 | https://yongincci.korcham.net/front/board/boardContentsListPage.do?boardId=10214&menuId=669 | yongincci | 일치
https://ywbic.kr/ywbic/bbs_list.php?code=sub01a&keyvalue=sub01 | https://ywbic.kr/ywbic/bbs_list.php?code=sub01a&keyvalue=sub01 | ywbic | 일치

■ URL 다름 (65개)
------------------------------------------------------------------------------------------------------------------------------------------------------
https://www.bokji.net/not/biz/01.bokji | https://www.bokji.net/not/nti/01.bokji | bokji | 불일치
https://www.busansinbo.or.kr/portal/board/post/list.do?bcIdx=565&mid=0301010000&token=1744696071524 | https://www.busansinbo.or.kr/portal/board/post/list.do?bcIdx=565&mid=0301010000 | busansinbo | 불일치
http://www.cbist.or.kr/home/sub.do?mncd=1131 | https://www.cbist.or.kr/home/sub.do | cbist | 불일치
https://ccei.creativekorea.or.kr/bitgaram/custom/notice_list.do? | https://ccei.creativekorea.or.kr/bitgaram/custom/notice_list.do | cceiBitgaram | 불일치
https://ccei.creativekorea.or.kr/busan/custom/notice_list.do? | https://ccei.creativekorea.or.kr/busan/custom/notice_list.do | cceiBusan | 불일치
https://ccei.creativekorea.or.kr/chungbuk/custom/notice_list.do? | https://ccei.creativekorea.or.kr/chungbuk/custom/notice_list.do | cceiChungbuk | 불일치
https://ccei.creativekorea.or.kr/chungnam/custom/notice_list.do?&sPtime=all&page=1 | https://ccei.creativekorea.or.kr/chungnam/custom/notice_list.do | cceiChungnam | 불일치
https://ccei.creativekorea.or.kr/daegu/custom/notice_list.do? | https://ccei.creativekorea.or.kr/daegu/custom/notice_list.do | cceiDaeGu | 불일치
https://ccei.creativekorea.or.kr/daejeon/custom/notice_list.do?&sPtime=all&page=1 | https://ccei.creativekorea.or.kr/daejeon/custom/notice_list.do | cceiDaejeon | 불일치
https://ccei.creativekorea.or.kr/gangwon/custom/notice_list.do? | https://ccei.creativekorea.or.kr/gangwon/custom/notice_list.do | cceiGangwon | 불일치
https://ccei.creativekorea.or.kr/gwangju/custom/notice_list.do? | https://ccei.creativekorea.or.kr/gwangju/custom/notice_list.do | cceiGwangju | 불일치
https://ccei.creativekorea.or.kr/gyeongbuk/custom/notice_list.do? | https://ccei.creativekorea.or.kr/gyeongbuk/custom/notice_list.do | cceiGyeongbuk | 불일치
https://ccei.creativekorea.or.kr/gyeonggi/custom/notice_list.do?&sPtime=all&page=1 | https://ccei.creativekorea.or.kr/gyeonggi/custom/notice_list.do | cceiGyeonggi | 불일치
https://ccei.creativekorea.or.kr/gyeongnam/allim/allim_list.do?div_code=1 | https://ccei.creativekorea.or.kr/gyeongnam/allim/allim_list.do | cceiGyeongnam | 불일치
https://ccei.creativekorea.or.kr/incheon/custom/notice_list.do? | https://ccei.creativekorea.or.kr/incheon/custom/notice_list.do | cceiIncheon | 불일치
https://ccei.creativekorea.or.kr/jeju/custom/notice_list.do? | https://ccei.creativekorea.or.kr/jeju/custom/notice_list.do | cceiJeju | 불일치
https://ccei.creativekorea.or.kr/jeonnam/custom/notice_list.do? | https://ccei.creativekorea.or.kr/jeonnam/custom/notice_list.do | cceiJeonnam | 불일치
https://ccei.creativekorea.or.kr/pohang/custom/notice_list.do?&sPtime=my&page=1 | https://ccei.creativekorea.or.kr/pohang/custom/notice_list.do | cceiPohang | 불일치
https://ccei.creativekorea.or.kr/sejong/custom/notice_list.do? | https://ccei.creativekorea.or.kr/sejong/custom/notice_list.do | cceiSejong | 불일치
https://ccei.creativekorea.or.kr/ulsan/custom/notice_list.do? | https://ccei.creativekorea.or.kr/ulsan/custom/notice_list.do | cceiUlsan | 불일치
https://pms.ce.or.kr/sub.php?code=02_bscm02&page=1 | https://pms.ce.or.kr/sub.php?code=02_bscm02 | ce | 불일치
https://www.kmedihub.re.kr/index.do?menu_id=00000063 | https://www.kmedihub.re.kr/index.do?menu_link=/icms/bbs/selectBoardList.do | dgmif | 불일치
https://www.dicia.or.kr/sub.do;jsessionid=2A64958CBD7EF4D3110AFE9D2BF94252.tomcat?menuIdx=MENU_000000000000055 | https://www.dicia.or.kr/sub.do?menuIdx=MENU_000000000000056 | dicia | 불일치
https://www.dtmsa.or.kr/bidding | https://www.dtmsa.or.kr/announcements | dtmsa | 불일치
https://www.ekape.or.kr/board/list.do?menuId=menu149208&nextUrl= | https://www.ekape.or.kr/board/list.do?menuId=menu149208 | ekape | 불일치
https://www.ekr.or.kr/planweb/board/list.krc?contentUid=402880317cc0644a017cc0c9da9f0120&boardUid=402880317cc0644a017cc5e8000f06b7&contentUid=402880317cc0644a017cc0c9da9f0120&subPath= | https://www.ekr.or.kr/planweb/board/list.krc?contentUid=402880317cc0644a017cc0c9da9f0120&boardUid=402880317cc0644a017cc5e8000f06b7&categoryUid2=8a8bb3529665d71401996fb4d2f475e9 | ekr | 불일치
https://www.epis.or.kr/board/list?boardManagementNo=4&level=2&menuNo=3&enYn=N | https://www.epis.or.kr/home/kor/M373320876/board.do? | epis4 | 불일치
https://fintech.or.kr/web/board/boardContentsListPage.do?board_id=3&menu_id=6300&miv_pageNo= | https://fintech.or.kr/web/board/boardContentsList.do?board_id=3&miv_pageNo= | fintech | 불일치
https://www.gafi.or.kr/web/board/boardContentsListPage.do?board_id=42&menu_id=9d7a4fa3cd784b2ea1ab192315847444 | https://www.gafi.or.kr/web/board/boardContentsList.do?board_id=42&menu_id=9d7a4fa3cd784b2ea1ab192315847444&miv_pageNo= | gafi | 불일치
https://gangwon6.co.kr/information/notices | https://api.gangwon6.co.kr/api/notices | gangwon6 | 불일치
https://www.gbtp.or.kr/user/board.do?bbsId=BBSMSTR_000000000021 | https://www.gbtp.or.kr | gbtp | 불일치
https://www.gbtp.or.kr/user/board.do?bbsId=BBSMSTR_000000000023 | https://gbtp.or.kr/user/board.do?bbsId=BBSMSTR_000000000023 | gbtpinfo | 불일치
https://www.gcgf.or.kr/gcgf/pt/pst/selectPstList.do?mi=1024&bbsId=1002 | https://www.gcgf.or.kr/user/bbs/gcgf/23/157/bbsDataList.do | gcgf | 불일치
https://www.gdtp.or.kr/board/notice | https://www.gdtp.or.kr/board/announcement | gdtp | 불일치
https://ggbaro.kr/board/notice.do?pIdx=0&pSize=10 | https://ggbaro.kr/board/1/articles?pageSize=10 | ggbaro | 불일치
https://www.mire.re.kr/menu/research/announcement.php | http://mire.re.kr/sub4_4.php | gimb | 불일치
https://www.gica.or.kr/Home/H40000/H40100/boardList?b_id=10101&page=1&limit=20 | https://www.gica.or.kr/Home/H40000/H40100/boardList | gimc | 불일치
http://www.gncci.or.kr/front/board/boardContentsListPage.do?boardId=10146&menuId=5103 | http://www.gncci.or.kr/front/board/boardContentsList.do | gncci | 불일치
https://www.gntp.or.kr/biz/smartFactory | https://www.gntp.or.kr/biz/apply | gntp | 불일치
https://gsic.or.kr/home/kor/M837392473/board.do? | https://gsic.or.kr/home/kor/M837392473/board.do?deleteAt=N&idx=&eSearchValue3=&searchValue1=0&searchKeyword=&pageIndex=1 | gsic | 불일치
https://www.gwjob.kr/gwjob/support_policy/support_apply/career_discon_women | https://job.gwd.go.kr/gwjob/support_policy/support_apply/career_discon_women | gwjob2 | 불일치
https://www.gwjob.kr/gwjob/support_policy/support_apply/interview_activity_expense | https://job.gwd.go.kr/gwjob/support_policy/support_apply/interview_activity_expense | gwjob3 | 불일치
https://www.gwjob.kr/gwjob/support_policy/startups_policy | https://job.gwd.go.kr/gwjob/support_policy/startups_policy | gwjob4 | 불일치
https://www.gwjob.kr/gwjob/support_policy/growing_support | https://job.gwd.go.kr/gwjob/support_policy/enterprises_policy/growing_support | gwjob5 | 불일치
https://www.gwjob.kr/gwjob/support_policy/financial_support | https://job.gwd.go.kr/gwjob/support_policy/enterprises_policy/financial_support | gwjob6 | 불일치
https://hwaseongcci.korcham.net/front/board/boardContents.do?cmid=6002&bid=000000000015 | https://hwaseongcci.korcham.net/front/board/boardContentsListPage.do?boardId=11414&menuId=4885 | hwaseongcc | 불일치
https://incheon.korcham.net/front/board/boardContents.do?cmid=6002&bid=000000000015 | https://incheon.korcham.net/front/board/boardContentsListPage.do?boardId=51228&menuId=10130 | incheon | 불일치
https://www.ofjeju.kr/communication/notifications.htm | https://jejufc.onlinekoreahrd.kr/studyCenter/bbs.php?boardCode=1 | jejufc | 불일치
https://www.jepa.kr/bbs/?b_id=notice&site=new_jepa | https://www.jepa.kr/bbs/ | jepa1 | 불일치
https://www.1365.go.kr/vols/P9420/bbs/bbs.do?bbsNo=994100&titleNm=%EB%AA%A9%EB%A1%9D | https://www.1365.go.kr/vols/P9420/bbs/bbs.do?bbsNo=994100 | jw1365 | 불일치
https://www.kban.or.kr/ | https://www.kban.or.kr/jsp/ext/etc/cmm_9000.jsp?BBS_ID=1 | kban | 불일치
https://www.kbiz.or.kr/ko/contents/bbs/list.do?mnSeq=211&schFld=whle&schTxt=%EC%82%AC%EC%97%85%EA%B3%B5%EA%B3%A0 | https://www.kbiz.or.kr/ko/contents/bbs/list.do?mnSeq=211 | kbiz | 불일치
https://home.kepco.co.kr/kepco/CY/K/ntcob/list.do?boardSeq=21069447&parnScrpSeq=21069447&depth=0&boardNo=0&boardCd=BRD_000039&replyRole=&pageIndex=1&searchKeyword=&searchCondition=&menuCd=FN02070501 | https://home.kepco.co.kr/kepco/CY/K/ntcob/list.do?boardSeq=21069447&parnScrpSeq=21069447&depth=0&boardNo=0&boardCd=BRD_000039&replyRole=&searchKeyword=&searchCondition=&menuCd=FN02070501 | kepco | 불일치
https://klf.or.kr/story/notice/business-announcement/ | https://klf.or.kr/category/story/notice/business-announcement/ | klf | 불일치
https://www.korcham.net/nCham/Service/Kcci/appl/KcciOneStopList.asp | https://www.korcham.net/nCham/Service/Kcci/appl/KcciNoticeList.asp | korcham | 불일치
https://www.kotra.or.kr/subList/41000022001 | https://www.kotra.or.kr/subList/20000005958?tabid=1092 | kotra | 불일치
https://www.mcst.go.kr/kor/s_notice/notice/noticeList.jsp | https://www.mcst.go.kr/site/s_notice/notice/noticeList.jsp | mcst | 불일치
https://www.moel.go.kr/news/notice/noticeList.do | https://www.moel.go.kr | moel | 불일치
https://www.motie.go.kr/kor/article/ATCL2826a2625/view?articleId=a2825 | https://www.motie.go.kr/kor/article/ATCL2826a2625 | motiego | 불일치
https://www.nipa.kr/ | https://www.nipa.kr/home/2-2 | nipa | 불일치
https://www.pusan.ac.kr/kor/CMS/Board/Board.do?robot=Y&mCode=MN095&mgr_seq=3&page=1 | https://www.pusan.ac.kr/kor/CMS/Board/Board.do?robot=Y&mCode=MN095&mgr_seq=3 | pusan | 불일치
https://semas.or.kr/web/board/webBoardList.kmdc?bCd=1&pNm=BOA0101 | https://www.semas.or.kr/web/board/webBoardList.kmdc | sbizsup | 불일치
https://www.seis.or.kr/home/sub.do?menukey=7187 | https://www.seis.or.kr | seis | 불일치
https://www.socialenterprise.or.kr/homepage/bbs/board.do?bsIdx=10002&menuId=822 | https://www.socialenterprise.or.kr/homepage/bbs/board.do?bsIdx=10006&menuId=866 | socialenterprise | 불일치
